cluster,,99,100,278,111,84,119,106,277
supercluster,,185,185,187,188,186,183,184,182
cluster,supercluster,,,,,,,,
99,185,0.0,0.04357276346794508,0.9245246607621679,0.9944950028439101,0.9769033883155928,0.9305070285203544,0.9318680425773951,0.9239050946615747
100,185,0.04357276346794508,0.0,0.9240371333387504,0.9940074754204925,0.9764158608921751,0.9300195010969368,0.9313805151539776,0.9234175672381573
278,187,0.9245246607621683,0.9240371333387508,0.0,0.9926566181847732,0.9750650036564561,0.8926322418136023,0.9229401966360612,0.05321158690176323
111,188,0.99449500284391,0.9940074754204924,0.9926566181847728,0.0,0.9996749817177217,0.9986389859429594,1.0,0.9920370520841797
84,186,0.9769033883155929,0.9764158608921752,0.9750650036564558,0.9996749817177216,0.0,0.9810473714146422,0.9824083854716829,0.9744454375558625
119,183,0.9305070285203545,0.930019501096937,0.892632241813602,0.9986389859429594,0.9810473714146422,0.0,0.9289225643942474,0.8920126757130089
106,184,0.9318680425773951,0.9313805151539776,0.9229401966360608,1.0,0.9824083854716827,0.9289225643942473,0.0,0.9223206305354676
277,182,0.9239050946615752,0.9234175672381577,0.05321158690176323,0.9920370520841801,0.9744454375558629,0.8920126757130092,0.9223206305354681,0.0
